voterid,urbanicity,date_of_birth,gender,married,homeowner,has_children,zipcode,modeled_charitable_giving,household_income,unaffiliated_voter,modeled_activist_score,modeled_turnout_score,discretionary_income_level,nonsaver_level,modeled_partisan_score,survey_respondent,liberal_cause_donation,ntile
8820,Urban,1970,M,1,1,,4118,4,115000,1,36.5,86,3,9,97.1,0,,2
10731,Suburban,1972,M,0,1,,4484,7,60000,1,47.7,85.9,7,7,97.1,0,,2
14813,Urban,1968,M,0,,,3089,3,117000,1,48.7,85.9,2,10,97.1,0,,2
12818,Suburban,1951,F,0,1,,3614,7,70000,1,67.8,85.7,4,5,97.1,0,,2
11494,Urban,1958,F,0,1,,4133,10,37000,1,54.1,85.3,9,3,97.1,0,,2
3693,Urban,1975,M,1,,,5232,9,64000,1,42.9,84.9,6,3,97.1,1,72,2
11781,Urban,1954,F,1,1,,3063,6,103000,1,40.6,84.8,1,7,97.1,0,,2
5420,Rural,1982,F,1,1,,4055,10,51000,1,17.2,84.5,5,2,97.1,0,,2
18220,Urban,1972,F,0,,,4313,,60000,1,55,84.3,7,,97.1,0,,2
7190,Suburban,1972,,0,,,5422,7,56000,1,23.9,84.2,7,6,97.1,0,,2
7949,Urban,1959,M,1,1,,5237,9,61000,1,71.1,83.3,8,7,97.1,0,,2
10900,Rural,1943,F,0,1,,4698,6,25000,1,50.7,82.4,10,4,97.1,0,,2
15306,Rural,1960,F,0,,,4621,7,67000,1,33.7,82.4,6,5,97.1,0,,2
16696,Urban,1946,F,0,1,1,5426,10,15000,1,44.8,81.1,10,4,97.1,0,,2
9840,Urban,1950,M,1,0,,4119,4,53000,1,72.4,80.6,7,6,97.1,0,,2
18882,Urban,1980,,0,,,4127,,10000,1,41.3,80.5,11,1,97.1,0,,2
3661,Suburban,1975,F,1,1,,4707,10,42000,1,17,80.5,9,4,97.1,1,60,2
12149,Urban,1941,M,0,,,5423,7,52000,1,80,80.5,8,8,97.1,0,,2
10318,Urban,1960,F,0,0,,5417,10,10000,1,41.6,79.9,11,3,97.1,0,,2
16388,Suburban,1953,,0,0,,4604,8,28000,1,37.2,79.7,10,3,97.1,0,,2
6995,Suburban,1955,F,1,1,,3530,8,75000,1,47.4,79.4,1,8,97.1,0,,2
8073,Suburban,1940,F,0,1,,5239,10,16000,1,42.5,79,9,4,97.1,0,,2
15910,Suburban,1964,M,0,,,5403,,104000,1,43.9,78.6,5,,97.1,0,,2
10395,Suburban,1973,,1,1,,4726,1,118000,1,13.9,77.9,4,9,97.1,0,,2
16008,Suburban,1947,M,0,1,,3527,6,81000,1,74.4,77.8,2,4,97.1,0,,2
11028,Urban,1974,F,0,,,4132,8,44000,1,21.5,77.5,8,2,97.1,0,,2
11864,Urban,1969,M,0,1,,5231,8,71000,1,60.5,76.4,6,7,97.1,0,,2
2993,Rural,1953,F,0,1,,4039,8,45000,1,43.4,75.8,6,4,97.1,1,55,2
18029,Urban,1983,F,1,1,,4130,8,76000,1,79.9,75.6,3,8,97.1,0,,2
6576,Suburban,1941,F,0,1,,3935,,20000,1,58.1,74.1,11,1,97.1,0,,2
5496,Urban,1932,F,0,0,,3202,,48000,1,77.6,72.5,8,,97.1,0,,2
15804,Rural,1936,F,0,1,1,5688,5,18000,1,32.7,72,11,6,97.1,0,,2
16124,Suburban,1960,M,1,1,1,4023,9,87000,1,37.9,98.3,3,9,97.2,0,,1
5258,Urban,1964,F,1,1,,5407,3,92000,1,64.3,97.4,4,8,97.2,0,,1
8123,Suburban,1940,,0,,,5378,,60000,1,75.9,96.9,7,,97.2,0,,1
19973,Rural,1947,F,0,,,3332,10,21000,1,84.5,96.3,11,4,97.2,0,,1
14782,Suburban,1942,M,1,1,,4405,9,51000,1,86,96.3,7,5,97.2,0,,1
14327,Suburban,1944,F,1,1,,4007,9,48000,1,75.3,95.7,7,7,97.2,0,,1
17343,Suburban,1934,F,0,1,,5442,10,13000,1,71.3,95.2,11,4,97.2,0,,1
17225,Urban,1963,M,1,1,,4133,9,61000,1,72.6,95,1,5,97.2,0,,1
18936,Rural,1942,F,1,1,,4089,10,53000,1,56.8,95,10,7,97.2,0,,1
8214,Rural,1945,M,0,,,3796,10,30000,1,63.3,94.9,10,6,97.2,0,,1
3696,Rural,1939,,1,,,5685,,,1,78.2,94.6,,,97.2,0,,1
20010,Urban,1953,M,1,,,4072,8,73000,1,77.8,94.5,5,7,97.2,0,,1
15754,Suburban,1945,M,1,1,,4623,10,34000,1,84.5,94.2,10,5,97.2,0,,1
19539,Rural,1967,F,1,1,1,4484,5,74000,1,30.5,93.9,7,8,97.2,0,,1
13806,Rural,1941,M,1,1,,3412,9,31000,1,70.9,93.8,2,4,97.2,0,,1
768,Rural,1937,F,1,1,,4001,9,65000,1,74.7,93.6,5,5,97.2,1,61,1
20076,Suburban,1961,F,1,1,,3069,6,79000,1,65.1,93.6,1,8,97.2,0,,1
19641,Urban,1937,M,1,1,,4309,10,11000,1,71.9,93.5,11,2,97.2,0,,1
4104,Suburban,1936,F,0,1,,4066,9,75000,1,58.4,93.4,4,9,97.2,1,53,1
15360,Urban,1957,F,0,,,4119,,67000,1,78.8,93,5,,97.2,0,,1
14403,Suburban,1949,F,1,1,,4510,6,86000,1,80.8,92.9,5,9,97.2,0,,1
16226,Rural,1959,,0,,,5763,,,1,51.3,92.6,,,97.2,0,,1
11218,Rural,1930,M,1,,,3758,,16000,1,82.3,90.3,11,1,97.2,0,,1
15408,Suburban,1959,F,1,1,,4241,5,93000,1,38.2,90.3,3,8,97.2,0,,1
7615,Suburban,1968,M,0,,,3029,9,71000,1,48.9,90,6,5,97.2,0,,1
1070,Suburban,1953,M,1,1,1,4705,6,58000,1,44.5,90,6,6,97.2,1,100,1
1666,Suburban,1971,F,0,1,,4514,7,67000,1,41.4,88.1,4,8,97.2,1,48,1
12735,Rural,1959,M,0,,,4022,9,61000,1,87.4,87.9,7,8,97.2,0,,1
13186,Suburban,1969,M,1,1,,4139,4,118000,1,40.6,87.5,2,10,97.2,0,,2
11955,Rural,1972,F,1,1,,4698,,42000,1,64.1,87.5,9,,97.2,0,,2
3748,Urban,1971,F,0,,,4107,10,14000,1,38.1,87.4,11,5,97.2,1,50,2
17039,Suburban,1978,M,0,1,,4148,,80000,1,48.8,86.9,11,,97.2,0,,2
1770,Rural,1945,M,1,0,,3952,8,46000,1,86.4,86.6,8,6,97.2,1,10,2
3546,Suburban,1941,F,1,1,,5432,6,53000,1,40.8,86.3,8,7,97.2,1,12,2
9250,Suburban,1960,,1,1,,4131,6,107000,1,57.9,86.3,2,8,97.2,0,,2
6435,Urban,1971,M,1,1,,4107,9,77000,1,58.2,86,3,5,97.2,0,,2
12032,Suburban,1967,F,0,1,,5325,9,46000,1,51.2,85.6,7,4,97.2,0,,2
6705,Suburban,1951,F,1,1,,3016,1,172000,1,20.1,85.5,3,8,97.2,0,,2
18954,Urban,1958,M,0,1,1,3205,8,48000,1,61.5,85.4,2,3,97.2,0,,2
7714,Suburban,1983,F,1,,,4405,7,55000,1,42.5,84.9,7,6,97.2,0,,2
5398,Suburban,1962,M,0,1,,4059,,,1,65.5,84.8,,,97.2,0,,2
14522,Suburban,1943,F,0,1,,4715,,17000,1,61.3,84.7,11,1,97.2,0,,2
9285,Urban,1959,F,1,,,3238,6,48000,1,28.9,84.3,7,4,97.2,0,,2
9373,Urban,1978,F,1,1,,4112,1,18000,1,28.9,82.9,11,10,97.2,0,,2
2032,Urban,1950,F,0,,,5205,4,51000,1,57.6,82.7,10,6,97.2,1,69,2
14169,Urban,1978,M,1,1,1,3209,8,68000,1,47,82.4,5,5,97.2,0,,2
15253,Urban,1953,F,0,0,,None,,,1,44.2,80.8,,,97.2,0,,2
16515,Suburban,1947,F,0,,,4135,7,53000,1,49.3,80.3,7,7,97.2,0,,2
14212,Suburban,1954,,0,,,3014,,155000,1,42.9,79.7,4,,97.2,0,,2
9274,Urban,1988,,0,0,,4125,,149000,1,62.8,79.6,2,,97.2,0,,2
519,Suburban,1949,F,0,0,,4273,8,59000,1,80.6,78.2,8,6,97.2,1,30,2
483,Suburban,1989,,0,1,,4483,4,91000,1,80.4,75.2,10,9,97.2,1,38,2
14368,Suburban,1957,F,0,,,4906,,55000,1,51.3,74.9,7,,97.2,0,,2
11914,Urban,1959,,0,,,4117,,,1,74.6,74.5,,,97.2,0,,2
7142,Suburban,1927,,0,,,5421,,,1,79.7,73.9,,,97.2,0,,2
5768,Urban,1947,M,1,,,3089,1,126000,1,89.8,97.8,3,5,97.3,0,,1
4189,Suburban,1950,F,0,1,,3053,8,64000,1,76.3,97.8,4,4,97.3,1,86,1
3213,Suburban,1945,F,1,1,,3616,8,86000,1,41.8,97.3,4,9,97.3,1,13,1
4392,Suburban,1941,F,1,1,,4484,10,19000,1,86,96.8,11,4,97.3,1,5,1
9360,Suburban,1953,F,1,1,,4079,9,58000,1,58.3,96,8,7,97.3,0,,1
15780,Suburban,1932,F,0,1,,3050,1,187000,1,61.5,95.9,2,7,97.3,0,,1
13866,Suburban,1949,F,1,1,,5239,9,49000,1,81.8,95.9,2,7,97.3,0,,1
19518,Suburban,1942,M,1,1,,4035,10,44000,1,85.5,95.8,8,4,97.3,0,,1
17951,Suburban,1978,M,1,1,,3051,5,107000,1,52.7,95.7,3,8,97.3,0,,1
278,Suburban,1950,M,1,1,,4317,3,88000,1,89.7,95.3,11,10,97.3,0,,1
16201,Urban,1979,M,1,1,,3224,4,91000,1,62.3,95.1,3,8,97.3,0,,1
4347,Suburban,1950,M,1,1,,4448,10,22000,1,68.7,94.7,10,4,97.3,1,15,1
1630,Urban,1928,M,1,1,,4123,10,42000,1,80.4,94.7,8,4,97.3,1,9,1
3299,Urban,1947,F,1,1,,3026,10,41000,1,48.9,94.5,10,2,97.3,1,8,1
17595,Rural,1954,M,1,1,,5766,6,70000,1,64.4,94.2,5,6,97.3,0,,1
16249,Suburban,1948,M,1,1,,4139,10,50000,1,74.2,94.1,7,7,97.3,0,,1
19799,Urban,1960,M,0,1,1,3467,10,49000,1,78.5,94,1,7,97.3,0,,1
1684,Suburban,1947,,1,,,None,,,1,91,93.7,,,97.3,0,,1
6128,Urban,1957,F,0,1,1,3615,7,53000,1,69.4,93.2,11,8,97.3,0,,1
1481,Urban,1959,F,1,1,,3215,3,128000,1,80.4,92.4,2,8,97.3,1,21,1
14191,Rural,1931,M,1,1,,4684,,10000,1,81.3,92.2,11,1,97.3,0,,1
322,Urban,1935,M,1,1,,4133,10,24000,1,72.8,92.1,11,6,97.3,1,9,1
5397,Suburban,1954,F,0,1,1,4728,7,49000,1,37.6,91.6,6,5,97.3,0,,1
133,Suburban,1952,F,0,1,,4646,7,56000,1,76.6,91.6,9,5,97.3,1,79,1
9183,Suburban,1965,F,0,,,4240,1,123000,1,65,90.8,3,10,97.3,0,,1
225,Suburban,1978,F,1,1,,4147,5,57000,1,45.1,90.7,5,6,97.3,1,61,1
4868,Rural,1948,F,1,1,,5735,,31000,1,51.4,90.7,10,1,97.3,1,10,1
6426,Urban,1970,M,0,,,5207,1,247000,1,65.5,89.8,2,10,97.3,0,,1
19597,Urban,1970,F,1,1,,3621,10,30000,1,47.6,89.3,10,7,97.3,0,,2
12096,Urban,1956,M,1,0,,3227,1,130000,1,54.8,89.2,4,8,97.3,0,,2
17862,Rural,1947,F,0,1,,5350,10,20000,1,51.2,88,11,2,97.3,0,,2
15670,Rural,1953,F,0,1,,3465,6,25000,1,72.9,87.9,11,4,97.3,0,,2
4835,Suburban,1948,F,0,1,,4646,2,133000,1,74.9,87.6,2,8,97.3,1,52,2
9706,Suburban,1952,M,1,1,,4518,8,52000,1,73.2,87.2,7,7,97.3,0,,2
4610,Suburban,1976,F,1,1,,4031,10,75000,1,27.6,86.9,1,9,97.3,1,59,2
14642,Suburban,1954,F,0,1,,3612,,84000,1,60,86.7,5,,97.3,0,,2
5660,Suburban,1950,F,1,1,,4113,8,51000,1,71.1,86.3,7,7,97.3,0,,2
127,Suburban,1967,F,0,1,,4009,8,78000,1,18.2,85.9,3,8,97.3,1,42,2
6075,Suburban,1955,F,0,1,,4144,6,109000,1,21.1,85.7,2,9,97.3,0,,2
17791,Urban,1934,M,1,1,,4148,10,12000,1,47.2,85.6,11,2,97.3,0,,2
7857,Suburban,1980,F,1,,,3612,9,45000,1,50.2,85.3,6,3,97.3,0,,2
2052,Urban,1960,F,1,1,,4149,10,54000,1,46.3,85.3,1,7,97.3,1,38,2
10875,Suburban,1934,F,1,1,,4435,,17000,1,77.8,84.5,11,1,97.3,0,,2
13736,Suburban,1938,M,1,1,1,4510,10,26000,1,65.9,84.3,10,2,97.3,0,,2
6779,Urban,1938,M,0,0,,4122,10,58000,1,56.3,83.5,5,5,97.3,0,,2
18881,Urban,1941,F,0,,,3608,8,31000,1,79.7,82.4,10,6,97.3,0,,2
14356,Urban,1939,F,0,1,,4144,10,69000,1,30.3,80.7,11,8,97.3,0,,2
14111,Suburban,1939,F,1,1,,4407,9,48000,1,66.6,79.9,8,7,97.3,0,,2
16073,Suburban,1987,M,0,1,,5504,,49000,1,61.4,79.4,10,,97.3,0,,2
17322,Urban,1980,F,0,1,,5238,9,52000,1,69.2,79.3,8,7,97.3,0,,2
19114,Urban,1941,M,0,,,5230,9,23000,1,48.8,78.6,10,2,97.3,0,,2
163,Suburban,1945,F,0,1,,3562,10,27000,1,79.8,77.5,10,6,97.3,1,23,2
16803,Urban,1983,F,0,,,4114,,68000,1,45,75.2,5,,97.3,0,,2
6666,Urban,1948,M,0,1,,4113,7,21000,1,58,74.7,11,4,97.3,0,,2
7905,Urban,1953,M,0,1,,None,,73000,1,76.3,74.3,5,,97.3,0,,2
11304,Rural,1951,F,0,1,,3796,,12000,1,76.2,73.3,11,1,97.3,0,,2
10950,Rural,1960,F,1,1,,3717,4,117000,1,64.6,98.4,6,6,97.4,0,,1
9528,Suburban,1967,M,1,1,,4514,8,47000,1,68.5,97.1,9,2,97.4,0,,1
14069,Rural,1956,F,1,1,,4854,8,69000,1,72.3,96.5,6,5,97.4,0,,1
840,Suburban,1951,,1,,,4404,,41000,1,87.7,96.2,7,,97.4,0,,1
3221,Rural,1960,,1,0,1,4836,6,23000,1,81.5,95.5,11,8,97.4,1,91,1
2679,Rural,1964,F,0,,,5399,4,65000,1,32.7,95.4,5,5,97.4,1,64,1
19344,Suburban,1982,F,0,,,5607,7,50000,1,78.3,95.3,5,7,97.4,0,,1
13683,Rural,1950,,1,,,4257,,69000,1,83.3,95.3,3,,97.4,0,,1
9316,Rural,1957,,1,,,5385,,77000,1,77.9,94.5,4,,97.4,0,,1
5541,Urban,1932,M,1,1,,4319,9,17000,1,84,94.5,10,4,97.4,0,,1
9898,Urban,1971,F,1,1,,4146,10,47000,1,38.4,94.2,5,4,97.4,0,,1
4978,Suburban,1937,M,0,1,1,4515,10,20000,1,72.2,94.2,11,4,97.4,1,14,1
19108,Rural,1939,M,1,1,,4004,10,16000,1,73.1,93.7,11,2,97.4,0,,1
7402,Suburban,1943,M,1,1,,4445,10,16000,1,71.3,93.4,11,4,97.4,0,,1
6469,Suburban,1951,F,1,1,,4405,1,175000,1,70.5,93.4,1,9,97.4,0,,1
9552,Rural,1948,M,0,,,5752,7,47000,1,84.8,92.2,8,2,97.4,0,,1
14654,Rural,1935,F,0,,,3942,,26000,1,81,91.9,10,,97.4,0,,1
7616,Suburban,1982,M,1,1,,4247,1,118000,1,62.2,90.6,3,7,97.4,0,,1
14606,Suburban,1961,M,1,,,4714,5,57000,1,75.4,90.5,6,3,97.4,0,,1
737,Suburban,1928,F,1,1,,4512,10,48000,1,47.5,90.2,5,2,97.4,1,59,1
10816,Suburban,1960,F,0,1,1,3063,9,68000,1,55.3,89.9,7,8,97.4,0,,1
13626,Suburban,1931,F,1,1,,4201,10,16000,1,67.8,89.8,11,4,97.4,0,,1
2661,Suburban,1953,F,1,1,,3563,8,52000,1,65.8,89.5,2,5,97.4,1,27,1
7248,Urban,1975,F,1,1,,3218,,119000,1,72.5,89.5,1,,97.4,0,,1
9860,Urban,1947,F,0,,,5230,,83000,1,70.8,89.4,4,,97.4,0,,1
8607,Rural,1968,F,0,,,4895,,45000,1,44.7,89.1,9,,97.4,0,,1
9337,Suburban,1978,M,1,1,,3019,8,70000,1,32.4,89.1,6,8,97.4,0,,1
5677,Suburban,1959,F,0,1,1,4086,6,101000,1,17.3,89,4,8,97.4,0,,1
17128,Suburban,1956,F,0,,,5045,9,19000,1,62.8,88.8,11,5,97.4,0,,1
666,Urban,1971,M,1,1,,3613,10,46000,1,20,87.9,9,2,97.4,1,64,2
17572,Suburban,1956,F,1,1,,5013,6,86000,1,85.7,87.7,6,8,97.4,0,,2
3017,Suburban,1956,M,0,1,,4071,9,53000,1,50.7,87.7,7,7,97.4,1,23,2
14570,Urban,1954,F,1,1,,3214,7,72000,1,82,86.7,1,6,97.4,0,,2
9835,Urban,1967,F,1,1,,5235,8,70000,1,53.4,86.6,4,5,97.4,0,,2
12908,Urban,1969,F,1,1,,3227,6,47000,1,49.6,85.8,6,4,97.4,0,,2
15493,Rural,1969,F,0,1,,4003,,55000,1,45.5,85.8,6,,97.4,0,,2
13081,Urban,1976,M,0,1,,3235,,77000,1,71,85.7,5,,97.4,0,,2
14382,Urban,1949,M,0,1,,3014,7,75000,1,42.9,85.3,5,7,97.4,0,,2
5932,Suburban,1954,M,1,1,,4518,5,93000,1,77.7,83.8,4,9,97.4,0,,2
10614,Rural,1967,F,0,,,4690,,85000,1,65.4,83.8,3,,97.4,0,,2
13251,Suburban,1965,F,1,1,,4709,6,53000,1,40.6,83,6,5,97.4,0,,2
14376,Urban,1963,F,0,1,,5237,9,58000,1,69.6,83,6,7,97.4,0,,2
14625,Suburban,1949,F,1,0,,4084,8,55000,1,51.7,82.9,2,6,97.4,0,,2
7340,Urban,1970,M,1,0,,4148,,46000,1,54.5,82.7,3,,97.4,0,,2
5790,Rural,1932,F,0,,,5696,,15000,1,75.6,82.1,11,1,97.4,0,,2
13037,Urban,1988,M,0,0,,3219,1,207000,1,31,82,2,6,97.4,0,,2
8322,Suburban,1942,F,0,,,4268,8,68000,1,62.6,81.5,4,7,97.4,0,,2
13843,Urban,1979,F,0,1,,4100,,21000,1,66.7,81.3,11,,97.4,0,,2
1089,Urban,1960,F,1,,,4313,9,15000,1,75.3,81.3,11,4,97.4,1,30,2
16701,Urban,1983,M,0,1,,3203,,72000,1,78.1,79,5,,97.4,0,,2
16099,Suburban,1919,F,0,1,,5154,9,21000,1,67.1,78.3,11,4,97.4,0,,2
15201,Urban,1963,F,0,1,,4116,,59000,1,73,78.2,7,,97.4,0,,2
3114,Suburban,1940,M,1,1,,3528,1,126000,1,45.8,76.3,3,8,97.4,1,53,2
17153,Suburban,1967,F,0,1,,3957,,50000,1,53.8,76.1,8,,97.4,0,,2
7437,Rural,1951,F,0,,,3331,,12000,1,40.6,74.5,11,1,97.4,0,,2
1317,Suburban,1987,F,0,1,,4091,,44000,1,39.4,74.2,5,,97.4,0,,2
15356,Urban,1984,,0,1,,4124,6,70000,1,28.5,71.9,5,2,97.4,0,,2
4690,Suburban,1957,M,1,1,1,4071,8,80000,1,87.8,98.2,4,7,97.5,1,55,1
412,Suburban,1959,F,1,1,1,4314,7,72000,1,56,97.9,1,2,97.5,1,68,1
6412,Suburban,1948,F,0,,,5501,9,16000,1,60.3,97.6,11,5,97.5,0,,1
5966,Suburban,1947,F,1,1,,4241,9,50000,1,52.6,97.4,4,2,97.5,0,,1
12513,Rural,1949,F,1,1,,4076,6,62000,1,58.4,97.2,3,5,97.5,0,,1
9709,Suburban,1969,F,1,1,1,4222,6,98000,1,33.5,96.4,3,9,97.5,0,,1
18582,Suburban,1946,F,1,,,3908,6,72000,1,72.8,96.4,4,5,97.5,0,,1
2326,Rural,1944,M,0,1,,4601,,72000,1,76.9,96.4,11,,97.5,0,,1
5928,Suburban,1962,F,0,1,,4649,6,72000,1,65.9,96.3,5,7,97.5,0,,1
11936,Rural,1956,,0,1,,3312,9,74000,1,75.6,96.3,6,8,97.5,0,,1
15877,Suburban,1944,F,1,1,,4053,10,27000,1,74.1,96.2,10,4,97.5,0,,1
17958,Suburban,1966,F,1,1,1,4007,9,54000,1,53.9,96.2,5,7,97.5,0,,1
17721,Urban,1964,M,0,1,,3201,8,49000,1,58.3,96.1,9,5,97.5,0,,1
6932,Suburban,1958,M,1,1,,4035,7,71000,1,77.8,95.3,7,5,97.5,0,,1
14800,Rural,1944,F,0,1,,4403,9,54000,1,79.9,95.3,7,8,97.5,0,,1
3876,Suburban,1945,M,1,1,,4222,8,52000,1,61.9,95.3,7,9,97.5,1,12,1
763,Suburban,1955,M,0,1,,4400,,52000,1,78.6,95,7,,97.5,0,,1
17933,Urban,1945,F,1,1,,3616,10,15000,1,62.9,94.4,11,4,97.5,0,,1
4248,Urban,1953,M,1,1,1,4101,10,70000,1,75.3,94.4,4,5,97.5,1,99,1
6488,Rural,1932,F,,,,3965,8,57000,1,75.1,93.7,11,6,97.5,0,,1
14510,Urban,1950,M,1,1,,4123,10,51000,1,65.8,93.6,2,3,97.5,0,,1
12338,Suburban,1944,F,1,1,,4136,6,93000,1,48.5,93.5,10,10,97.5,0,,1
13730,Suburban,1948,F,1,1,,3224,10,40000,1,51.8,93.4,9,1,97.5,0,,1
13713,Urban,1927,M,1,1,,4124,10,45000,1,77.5,92.2,2,1,97.5,0,,1
17107,Urban,1939,F,1,1,,4104,10,53000,1,80.5,92.1,7,8,97.5,0,,1
19501,Urban,1933,M,1,1,,4110,1,198000,1,55.5,91.8,1,9,97.5,0,,1
18976,Rural,1949,M,1,1,,4039,9,37000,1,54.3,90.8,11,4,97.5,0,,1
9864,Suburban,1978,,0,,,5223,,,1,52.5,90.3,,,97.5,0,,1
18572,Suburban,1945,F,1,1,,3615,10,22000,1,87.8,90.2,11,2,97.5,0,,1
8747,Rural,1953,F,0,,,4413,,20000,1,73.3,90.1,11,,97.5,0,,1
3038,Suburban,1937,F,1,1,,3610,8,88000,1,59.6,89.7,4,8,97.5,1,6,2
13545,Suburban,1974,F,1,1,,5427,3,68000,1,63.4,89.3,5,7,97.5,0,,2
4890,Urban,1975,F,1,1,,4132,10,44000,1,37.2,88.9,6,4,97.5,1,58,2
15378,Urban,1981,,1,,,4116,10,63000,1,48.8,88.4,4,6,97.5,0,,2
10854,Urban,1973,,1,1,,5201,9,62000,1,33,88.3,6,7,97.5,0,,2
16149,Urban,1953,F,0,1,,4109,3,52000,1,70.4,88.3,8,3,97.5,0,,2
114,Urban,1965,F,0,1,,3234,4,101000,1,28.8,87.6,5,9,97.5,1,69,2
18197,Suburban,1932,M,1,1,,5508,6,65000,1,84.1,87.5,7,2,97.5,0,,2
15365,Suburban,1974,F,1,1,,4425,8,62000,1,53.9,87.5,6,6,97.5,0,,2
18699,Suburban,1971,M,0,1,,4519,8,83000,1,57.6,87.2,4,10,97.5,0,,2
5435,Urban,1934,F,1,0,,3615,9,50000,1,63.2,87,7,2,97.5,0,,2
9294,Suburban,1973,F,0,,,4646,10,47000,1,57.2,85.8,8,3,97.5,0,,2
16713,Suburban,1934,F,1,1,,5340,9,65000,1,74.6,85.8,9,5,97.5,0,,2
15046,Urban,1971,M,1,,,3235,,33000,1,58.5,85.1,9,,97.5,0,,2
2550,Suburban,1963,,0,,,5344,,,1,67.9,85.1,,,97.5,0,,2
9409,Urban,1953,M,1,1,,4130,8,79000,1,67.4,85,1,5,97.5,0,,2
12915,Urban,1962,M,0,,,5200,9,68000,1,28.1,85,4,7,97.5,0,,2
9111,Urban,1954,,0,0,,4144,,71000,1,77.6,84.4,5,,97.5,0,,2
16979,Urban,1971,F,0,,,5221,,74000,1,66.8,84.2,5,,97.5,0,,2
13816,Suburban,1990,F,1,1,1,4516,8,77000,1,76.4,83.6,7,6,97.5,0,,2
2936,Suburban,1980,F,0,1,,4519,,61000,1,44,82.1,5,,97.5,0,,2
13420,Suburban,1984,F,0,1,,4643,,48000,1,76.1,81.8,1,,97.5,0,,2
9319,Rural,1947,M,0,,,4024,6,27000,1,55.8,81.4,10,9,97.5,0,,2
2924,Urban,1968,F,0,1,,4144,,73000,1,73.7,81.3,4,,97.5,0,,2
18438,Urban,1950,M,0,,,5239,9,24000,1,68.7,80.8,11,1,97.5,0,,2
13652,Suburban,1960,M,0,1,,4051,,51000,1,40.2,80.1,7,,97.5,0,,2
15667,Suburban,1958,F,0,0,,3615,10,45000,1,56.5,78.4,7,4,97.5,0,,2
13656,Urban,1964,F,0,0,,4106,,58000,1,17.2,78,7,,97.5,0,,2
3073,Suburban,1949,F,0,1,,3537,9,55000,1,66.5,76.9,8,7,97.5,1,7,2
12986,Rural,1936,F,0,1,,4875,7,65000,1,22.7,73.6,7,2,97.5,0,,2
10932,Suburban,1971,M,1,1,,4517,7,67000,1,72.6,98.2,1,5,97.6,0,,1
19656,Suburban,1944,F,1,1,,4211,10,56000,1,45.3,97.8,7,7,97.6,0,,1
11030,Rural,1958,M,1,1,1,4049,9,59000,1,79.6,97.4,8,5,97.6,0,,1
16863,Suburban,1958,F,1,1,,4052,10,49000,1,79.1,97.4,7,4,97.6,0,,1
2623,Suburban,1956,F,1,1,,5247,9,56000,1,85.7,97.3,6,5,97.6,1,92,1
19343,Suburban,1944,M,1,1,,4148,9,54000,1,81.4,97.1,7,8,97.6,0,,1
240,Suburban,1940,F,1,1,,5718,,16000,1,79.3,96.6,11,1,97.6,1,6,1
14478,Suburban,1945,F,1,1,,4725,3,103000,1,86.8,96.3,3,7,97.6,0,,1
14053,Rural,1950,F,1,1,,4413,7,87000,1,75.4,96.2,6,8,97.6,0,,1
14115,Suburban,1961,M,1,1,,4238,5,115000,1,71,96.2,2,8,97.6,0,,1
6755,Suburban,1950,F,1,1,1,4408,6,82000,1,79.6,95.9,5,9,97.6,0,,1
18971,Suburban,1936,M,1,1,,4519,9,27000,1,78.6,95.8,10,4,97.6,0,,1
1973,Suburban,1939,F,1,1,,4146,9,73000,1,73.1,95.7,2,5,97.6,1,48,1
132,Rural,1945,F,0,,,3716,,58000,1,72.5,95.7,8,,97.6,0,,1
15162,Urban,1946,M,1,1,,4128,10,28000,1,70.5,95.6,10,2,97.6,0,,1
14708,Urban,1954,M,1,1,,4120,9,50000,1,59.6,95.5,8,7,97.6,0,,1
2441,Suburban,1958,,1,,,4509,,,1,73.6,95.5,,,97.6,0,,1
716,Urban,1960,M,1,1,,4073,9,63000,1,71.2,95.2,1,5,97.6,1,95,1
1954,Suburban,1955,M,1,1,,4141,5,53000,1,83.9,94.9,7,6,97.6,1,86,1
5695,Urban,1934,M,1,1,,4130,,16000,1,66.3,94.7,11,1,97.6,0,,1
16546,Suburban,1950,,0,1,,3129,8,48000,1,56.5,94.6,9,5,97.6,0,,1
354,Urban,1953,M,0,1,,4106,10,54000,1,65.9,94.2,8,7,97.6,1,64,1
5037,Suburban,1961,F,0,1,1,5011,9,39000,1,70,93.7,6,5,97.6,1,33,1
8857,Suburban,1940,F,1,1,,4225,9,47000,1,71.7,93.3,9,1,97.6,0,,1
18207,Urban,1953,M,1,1,,3607,7,45000,1,77.6,91.3,3,2,97.6,0,,1
19249,Suburban,1950,M,1,1,,4614,7,73000,1,76.7,89.8,8,5,97.6,0,,1
15062,Suburban,1956,M,1,1,,4327,5,49000,1,54.3,89.7,2,4,97.6,0,,1
9765,Suburban,1967,F,0,,,6037,8,,1,76.5,89.2,,7,97.6,0,,1
18060,Urban,1955,F,0,1,,3223,1,168000,1,58.1,88.8,1,10,97.6,0,,1
17422,Suburban,1963,F,1,1,,3014,2,154000,1,33.3,88.5,5,10,97.6,0,,1
9563,Suburban,1980,M,0,1,,4134,,98000,1,48.7,88,3,,97.6,0,,2
